combo,description,horizon,universe,mean,std,ir,p,ci_low,ci_high,win_rate,n
combo_rvol_meanrev,RVOL + 均值回歸 composite,20,momentum,0.011341189500806814,0.1051522746981939,0.1078549135846855,2.5479618415147343e-12,0.004217666415732848,0.020009441903733056,53.70457763095799,4238
combo_rvol_only,只用 RVOL（baseline）,20,momentum,0.010430589240131936,0.10617883204267968,0.09823605175784239,1.8487522623900077e-10,0.00319947579077321,0.01803192748812835,53.45153664302601,4230
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),20,momentum,0.009036805608818976,0.11740305155800025,0.07697249337982116,5.63839838596536e-07,0.0002437970397893377,0.019549185375488734,52.666352052855125,4238
combo_squeeze_rvol,Squeeze + RVOL,20,momentum,0.006025044491202157,0.09951721413556651,0.06054273668668608,8.233839966598211e-05,-0.0004216299754412443,0.012833888577197104,51.41576215195847,4238
combo_momflip_volpos,動能 flip + 量能正向,20,momentum,-0.0037609524859055585,0.09383777172502485,-0.04007930300099592,0.009108398557437614,-0.010014304429316282,0.003029475611894622,48.08872109485606,4238
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,20,momentum,-0.005166191400963514,0.13158835243192293,-0.03926024838434113,0.010627808683559614,-0.019083946576431636,0.006116534900949513,47.923548843794244,4238
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),40,all,0.03967762223755461,0.151695685604224,0.26156065071668577,0.0,0.023690319034645496,0.05653582271684242,63.00181561428283,4957
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),40,all,0.013671780122257367,0.10363655669258316,0.13192043964575098,0.0,0.005168270966910423,0.023311570442864422,55.38988515011082,4963
combo_rvol_only,只用 RVOL（baseline）,40,all,0.012273714289821816,0.07731340492433811,0.15875273248970664,0.0,0.007408085677643503,0.017225338449335294,58.63673139158576,4944
combo_momflip_volpos,動能 flip + 量能正向,40,all,0.011192381953176702,0.07471350857203032,0.14980399350923632,0.0,0.005769767486643288,0.01682446966423534,58.563647367359295,4957
combo_all_equal,全 15 指標等權（方向 flipped）,40,all,0.01071390447994336,0.10700933798414936,0.10012121074452722,1.8685053504441385e-12,0.001669917017088059,0.021466601058538988,52.62311557788944,4975
combo_rvol_meanrev,RVOL + 均值回歸 composite,40,all,0.010525995841808576,0.0840512757771213,0.12523302882064932,0.0,0.004011810585434617,0.01761078928534005,54.50877546903369,4957
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),40,all,0.009927268720000125,0.09843888347686336,0.10084702679844379,1.4217516053349755e-12,0.0018672193569553449,0.018594533570532763,50.978414363526326,4957
combo_squeeze_rvol,Squeeze + RVOL,40,all,0.009901790189604407,0.07328970186704217,0.13510479559007688,0.0,0.0048644943286899785,0.014543367304281546,57.75670768610046,4957
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,40,all,0.008195597389606618,0.10821364594670889,0.07573534111994193,1.0132731365075642e-07,-0.0009595152852020208,0.018670574115251283,50.11095420617308,4957
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,40,all,-0.0009409926917735367,0.10920852956824947,-0.008616476162564451,0.544110118974527,-0.010335960276565529,0.008225317121133746,53.197498486988096,4957
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),40,momentum,0.03619860705721772,0.17639792741089058,0.20520993408782456,0.0,0.019560697718395578,0.056134217943730094,62.16216216216216,4218
combo_rvol_only,只用 RVOL（baseline）,40,momentum,0.012821175422325724,0.10341766982863254,0.1239747080317218,1.1102230246251565e-15,0.006801168144053099,0.01970814624179776,55.58194774346793,4210
combo_rvol_meanrev,RVOL + 均值回歸 composite,40,momentum,0.005770964479931474,0.10498311346218017,0.05497040704560972,0.00036080146439521066,-0.001727691563993422,0.01478161873039813,51.11427216690374,4218
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),40,momentum,0.0055250711846585344,0.1242922810626356,0.044452247053654456,0.003909098552018264,-0.005452258085056229,0.018230625864681094,51.25651967757231,4218
combo_squeeze_rvol,Squeeze + RVOL,40,momentum,0.005502326110834545,0.09664268034528152,0.056934742405488244,0.00022033700604362494,-0.0005482099771424954,0.012317248904541327,52.13371266002845,4218
combo_all_equal,全 15 指標等權（方向 flipped）,40,momentum,0.004776596132604537,0.1290949394313116,0.0370006458320239,0.016301948491999285,-0.0073705964030277,0.018203741655305878,50.21337126600285,4218
combo_3group_median_flip,現行 scanner: 3-group median（方向 flipped）,40,momentum,0.004722174950715056,0.1273679362942103,0.03707506840502769,0.01608802108766083,-0.007201310427425135,0.017827765860671307,49.47842579421527,4218
combo_counter_trend_rvol,逆勢撈底 (-MA20dev + RVOL),40,momentum,0.003390631218833999,0.11753789444109035,0.028847132535059775,0.061067149294592005,-0.006624995674290597,0.014199613043018875,49.43100995732574,4218
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,40,momentum,0.0023868481691491526,0.12957611346482892,0.018420433406478264,0.23163276567259494,-0.009736112538528807,0.014563503191474106,52.702702702702695,4218
combo_momflip_volpos,動能 flip + 量能正向,40,momentum,-0.0032066819665953934,0.09568902969633292,-0.03351149005034046,0.029577562198178864,-0.01032659764843023,0.004520490708950223,47.77145566619251,4218
combo_rvol_lowatr,低波動放量 (RVOL - ATR%),60,all,0.04460508504116898,0.14379046448826144,0.31020892240605,0.0,0.02840768325498993,0.062167070236175834,65.03949767065019,4937
combo_rvol_only,只用 RVOL（baseline）,60,all,0.011901710924722255,0.0776951187609246,0.15318479609182364,0.0,0.006531695777756091,0.016949097966765737,58.20471161657189,4924
combo_squeeze_rvol,Squeeze + RVOL,60,all,0.010519394880339986,0.07385641871174367,0.14243034070466418,0.0,0.005549402310394858,0.015392738266189417,58.49706299372088,4937
combo_3group_median_raw,現行 scanner: 3-group median（未 flip）,60,all,0.010065186201752181,0.10862360670082759,0.09266113055400411,8.222134084689969e-11,-0.00028906621635381706,0.02042102656555753,57.70710958071703,4937
combo_momflip_volpos,動能 flip + 量能正向,60,all,0.009571891464759816,0.07475801426891514,0.1280383321890864,0.0,0.0038243648096237207,0.01563463114394865,57.646343933562896,4937
combo_meanrev_pure,純反向均值回歸 (6 個 flipped),60,all,0.0054138562781138036,0.10397176798719868,0.05207044549613097,0.00025396709433933573,-0.004259778977447296,0.01549190874019099,51.12279991907749,4943
combo_rvol_meanrev,RVOL + 均值回歸 composite,60,all,0.0034165051635701572,0.08388426823345896,0.04072879498765675,0.004230687892336604,-0.003885480846486591,0.010618858006090911,49.584768077780026,4937
