score,label,liquidity,horizon,decile,mean_ret,median_ret,win_rate,n_days
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,6,0.011746274583249564,0.014243994678504384,0.5962009803921569,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,7,0.01139620100993309,0.014176639539130289,0.5935457516339869,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,8,0.00889856546089382,0.01218008548845213,0.5933415032679739,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,9,0.009335906626355578,0.011889291198479722,0.6074346405228758,4896
combo_rvol_lowatr,RVOL - ATR% (低波動放量),liq_100m,20,10,0.008321341930852483,0.011206308314657994,0.6247957516339869,4896
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,1,0.0036886376256164985,0.007213717062492842,0.5799077601764588,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,2,0.004060021043842543,0.008088006836973216,0.5913374774413475,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,3,0.004771125155981468,0.008975276048225815,0.6001604170844195,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,4,0.005000612588308792,0.009241382842629549,0.6011630238620413,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,5,0.005488876849668129,0.009242847790935814,0.6069781431722479,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,6,0.005688190126344459,0.009630837670774248,0.609785442149589,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,7,0.006149267229955445,0.009669230985742757,0.6133948265490274,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,8,0.0064095166964990066,0.009958282570263764,0.6194104672147583,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,9,0.006754118965177086,0.009315408356536645,0.616402646881893,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,10,10,0.0073600768283270624,0.009743895215918669,0.6093843994385402,4987
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,1,0.009131219265030065,0.011646747287634627,0.5911191480811734,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,2,0.009515204412707317,0.013423366380796756,0.5971468756278883,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,3,0.010030513048564952,0.013464002792174978,0.6021699819168174,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,4,0.010361028615107869,0.013099441145242497,0.6033755274261603,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,5,0.01059166268771559,0.013653573397182716,0.6061884669479606,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,6,0.01122425729119796,0.014671983738987584,0.6120152702431183,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,7,0.011631531385223604,0.014210438071727364,0.6154309825195902,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,8,0.012391394188679511,0.01410129742577469,0.617842073538276,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,9,0.012805887624600266,0.015950973166683168,0.6262808921036769,4977
sig_rvol_log_rn,log(RVOL),ex_bottom20pct,20,10,0.014366465397811704,0.017698375598823084,0.6174402250351617,4977
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,1,0.00312196925239951,0.004962091145048764,0.6075797072388209,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,2,0.0034968528184212227,0.006019749229847838,0.60156406657309,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,3,0.004275975770900977,0.007478544262302991,0.609785442149589,4987
sig_atr_pct_rn,ATR% (raw rank),ex_bottom20pct,10,4,0.004641142208960407,0.008508321095214443,0.6073791858832965,4987
